POI_ID,ADDRESS,"﻿""DESCRIPTION""",NAME,GeoJSON,geo_point_2d
8693,361 ROOSEVELT DR,Playground,J R HENDERSON PUBLIC SCHOOL PLAYGROUND 2,"{""coordinates"": [-76.5760966, 44.2285486], ""type"": ""Point""}","44.2285486, -76.5760966"
8695,711 DALTON AVE,Education Facility,ECOLE ELEMENTAIRE CATHOLIQUE MARIE-RIVIER,"{""coordinates"": [-76.5228098, 44.270747], ""type"": ""Point""}","44.270747, -76.5228098"
8985,51 VIRGINIA ST,Education Facility,ECOLE ELEMENTAIRE CATHOLIQUE MGR-REMI-GAULIN,"{""coordinates"": [-76.4862576, 44.2697403], ""type"": ""Point""}","44.2697403, -76.4862576"
9385,480 MCCULLOUGH PARK DR,Park,MCCULLOUGH PARK (WEST),"{""coordinates"": [-76.6265539, 44.2341663], ""type"": ""Point""}","44.2341663, -76.6265539"
9388,51 STRATHCONA CRES,Park,JAMES ROE PARK,"{""coordinates"": [-76.5259044, 44.2507697], ""type"": ""Point""}","44.2507697, -76.5259044"
9389,412 RIDEAU ST,Park,OPTIMIST BASEBALL FIELD,"{""coordinates"": [-76.4854666, 44.2425197], ""type"": ""Point""}","44.2425197, -76.4854666"
9390,,Park,ALWINGTON PLACE PARK,"{""coordinates"": [-76.5110281, 44.2188442], ""type"": ""Point""}","44.2188442, -76.5110281"
9394,88 WRIGHT CRES,Library,KINGSTON FRONTENAC LIBRARY - CALVIN PARK BRANCH,"{""coordinates"": [-76.5177305, 44.2387077], ""type"": ""Point""}","44.2387077, -76.5177305"
8306,289 BROCK ST,Parking Lot,ARMSTRONG MEMORIAL LOT,"{""coordinates"": [-76.4904843, 44.2319931], ""type"": ""Point""}","44.2319931, -76.4904843"
8888,19 BROCK ST,Parking Lot,ONTARIO BROCK LOT,"{""coordinates"": [-76.4801946, 44.2306839], ""type"": ""Point""}","44.2306839, -76.4801946"
8607,266 BAGOT ST,Parking Lot,LOWER ROBERT BRUCE MEMORIAL LOT,"{""coordinates"": [-76.4848231, 44.2313614], ""type"": ""Point""}","44.2313614, -76.4848231"
8609,225 ONTARIO ST,Drink Fountain,IRISH FOUNTAIN,"{""coordinates"": [-76.4802142, 44.2294826], ""type"": ""Point""}","44.2294826, -76.4802142"
8132,358 QUEEN MARY,Trail Access,RIDEAU TRAIL QUEEN MARY ACCESS PNT,"{""coordinates"": [-76.5361197, 44.2405412], ""type"": ""Point""}","44.2405412, -76.5361197"
9024,1249 SYDENHAM RD,Trail Access & Parking,K&P SYDENHAM RD ACCESS PNT,"{""coordinates"": [-76.5443941, 44.2739195], ""type"": ""Point""}","44.2739195, -76.5443941"
8987,2252 BATTERSEA RD,Education Facility,GLENBURNIE PUBLIC SCHOOL,"{""coordinates"": [-76.4612127, 44.3210825], ""type"": ""Point""}","44.3210825, -76.4612127"
8699,235 FRONTENAC ST,Education Facility,KINGSTON COLLEGIATE & VOCATIONAL INSTITUTE,"{""coordinates"": [-76.4980012, 44.2292788], ""type"": ""Point""}","44.2292788, -76.4980012"
8988,70 FAIRFIELD BL,Education Facility,AMHERSTVIEW PUBLIC SCHOOL,"{""coordinates"": [-76.6390023, 44.2250784], ""type"": ""Point""}","44.2250784, -76.6390023"
9333,340 UNION ST,Former Hospital,FORMER ST. MARY'S OF THE LAKE HOSPITAL,"{""coordinates"": [-76.5062392, 44.2231319], ""type"": ""Point""}","44.2231319, -76.5062392"
9343,22 GENERAL CRERAR CRES,Tennis Court,ROYAL MILITARY COLLEGE OF CANADA TENNIS COURT,"{""coordinates"": [-76.4676399, 44.2357741], ""type"": ""Point""}","44.2357741, -76.4676399"
8889,417 MONTREAL ST,Washroom,COOK BROTHERS YOUTH CENTRE WASHROOM,"{""coordinates"": [-76.4869081, 44.2433269], ""type"": ""Point""}","44.2433269, -76.4869081"
8310,303 YORK ST,Washroom,KINGSTON MEMORIAL CENTRE WASHROOM,"{""coordinates"": [-76.4993943, 44.2395012], ""type"": ""Point""}","44.2395012, -76.4993943"
8892,139 ALBERT ST,Soccer Field,TINDALL FIELD,"{""coordinates"": [-76.4981752, 44.2267374], ""type"": ""Point""}","44.2267374, -76.4981752"
8612,731 MONTREAL ST,Washroom,BELLE PARK WASHROOM,"{""coordinates"": [-76.4840333, 44.251258], ""type"": ""Point""}","44.251258, -76.4840333"
8390,355 WATERLOO DR,Education Facility,ST. MARGUERITE BOURGEOYS CATHOLIC SCHOOL,"{""coordinates"": [-76.552389, 44.2533198], ""type"": ""Point""}","44.2533198, -76.552389"
8700,301 JOHNSON ST,Education Facility,ECOLE CATHOLIQUE CATHEDRALE,"{""coordinates"": [-76.4908311, 44.2314371], ""type"": ""Point""}","44.2314371, -76.4908311"
8701,2467 PRINCESS ST,Hotel / Motel,COMFORT INN & SUITES,"{""coordinates"": [-76.5615274, 44.2577876], ""type"": ""Point""}","44.2577876, -76.5615274"
8993,121 STUART ST,Bus Transfer Station,KGH BUS TRANSFER POINT,"{""coordinates"": [-76.494634, 44.2244191], ""type"": ""Point""}","44.2244191, -76.494634"
9344,346 COLLEGE ST,Tennis Court,COMPTON PARK TENNIS COURT,"{""coordinates"": [-76.5106242, 44.2349792], ""type"": ""Point""}","44.2349792, -76.5106242"
9347,140 RIDEAU ST,Tennis Court,RIVERVIEW PARK TENNIS COURT 2,"{""coordinates"": [-76.4830836, 44.237453], ""type"": ""Point""}","44.237453, -76.4830836"
9348,218 BARRIE ST,Queen's University,MACGILLIVRAY-BROWN HALL,"{""coordinates"": [-76.4911991, 44.2292495], ""type"": ""Point""}","44.2292495, -76.4911991"
9351,128 UNION ST,Queen's University,MACDONALD HALL,"{""coordinates"": [-76.4968324, 44.2275831], ""type"": ""Point""}","44.2275831, -76.4968324"
9352,35 FIFTH FIELD COMPANY LN,Queen's University,JACKSON HALL,"{""coordinates"": [-76.4931372, 44.2265867], ""type"": ""Point""}","44.2265867, -76.4931372"
7521,75 GRAHAM ST W,Education Facility,THE PRINCESS CHARLES PUBLIC SCHOOL,"{""coordinates"": [-76.9575827, 44.2493801], ""type"": ""Point""}","44.2493801, -76.9575827"
8100,5 JORENE DR,Swingset,JORENE PARK SWINGSET,"{""coordinates"": [-76.5733652, 44.2127467], ""type"": ""Point""}","44.2127467, -76.5733652"
7224,999 SYDENHAM RD,Baseball Diamond,THIRD DAY WORSHIP CENTRE BASEBALL DIAMOND,"{""coordinates"": [-76.5464566, 44.2645415], ""type"": ""Point""}","44.2645415, -76.5464566"
8558,1180 WOODBINE RD,Batting Cage,WOODBINE PARK BATTING CAGE,"{""coordinates"": [-76.6036122, 44.2599649], ""type"": ""Point""}","44.2599649, -76.6036122"
8334,,Village,CROW LAKE,"{""coordinates"": [-76.6016959, 44.7318611], ""type"": ""Point""}","44.7318611, -76.6016959"
8337,,Village,KALADAR,"{""coordinates"": [-77.1253215, 44.6474516], ""type"": ""Point""}","44.6474516, -77.1253215"
8919,,Village,ZEALAND,"{""coordinates"": [-76.6164744, 44.835324], ""type"": ""Point""}","44.835324, -76.6164744"
8634,,Village,CROYDON,"{""coordinates"": [-76.9792073, 44.4199852], ""type"": ""Point""}","44.4199852, -76.9792073"
8920,,Village,BOBS LAKE,"{""coordinates"": [-76.6528784, 44.6457463], ""type"": ""Point""}","44.6457463, -76.6528784"
8635,,Town,CARLETON PLACE,"{""coordinates"": [-76.1470147, 45.1410321], ""type"": ""Point""}","45.1410321, -76.1470147"
8922,,Village,BARRIEFIELD,"{""coordinates"": [-76.4633152, 44.2411667], ""type"": ""Point""}","44.2411667, -76.4633152"
8923,,Village,BROOKE,"{""coordinates"": [-76.4310135, 44.8570327], ""type"": ""Point""}","44.8570327, -76.4310135"
8166,1270 COVERDALE DR,Marina,COLLINS BAY MARINA,"{""coordinates"": [-76.6054733, 44.2383729], ""type"": ""Point""}","44.2383729, -76.6054733"
7864,200 CLARENCE ST,Cell Antenna,200 CLARENCE ST CELL ANTENNA,"{""coordinates"": [-76.4810792, 44.2293834], ""type"": ""Point""}","44.2293834, -76.4810792"
7866,1 MOWAT AV,Cell Antenna,1 MOWAT AV CELL ANTENNA,"{""coordinates"": [-76.5196261, 44.2174431], ""type"": ""Point""}","44.2174431, -76.5196261"
7867,2312 PRINCESS ST,Education Facility,LAKESHORE SCHOOL,"{""coordinates"": [-76.5487189, 44.2585913], ""type"": ""Point""}","44.2585913, -76.5487189"
8561,2789 WOODBURN RD,Golf Course,COLONNADE GOLF & COUNTRY CLUB,"{""coordinates"": [-76.3156458, 44.3446192], ""type"": ""Point""}","44.3446192, -76.3156458"
8861,1025 LEN BIRCHALL WAY,Golf Course,THE LANDINGS GOLF COURSE,"{""coordinates"": [-76.5919295, 44.2204742], ""type"": ""Point""}","44.2204742, -76.5919295"
8562,560 KING ST W,Historic Site,KINGSTON PENITENTIARY,"{""coordinates"": [-76.5135528, 44.2197667], ""type"": ""Point""}","44.2197667, -76.5135528"
8563,1455 BATH RD,Penitentiary,COLLINS BAY INSTITUTION,"{""coordinates"": [-76.5533904, 44.2356311], ""type"": ""Point""}","44.2356311, -76.5533904"
8925,,Town,PRESCOTT,"{""coordinates"": [-75.5130165, 44.7110325], ""type"": ""Point""}","44.7110325, -75.5130165"
8343,,Village,HENDERSON,"{""coordinates"": [-76.9874182, 44.7783865], ""type"": ""Point""}","44.7783865, -76.9874182"
8644,,Village,MOSCOW,"{""coordinates"": [-76.8078272, 44.4264221], ""type"": ""Point""}","44.4264221, -76.8078272"
7869,2490 UNITY RD,Solar Farm,2490 SOLAR FARM,"{""coordinates"": [-76.5626149, 44.3188701], ""type"": ""Point""}","44.3188701, -76.5626149"
7569,,Town,PLEVNA,"{""coordinates"": [-76.9836887, 44.9604044], ""type"": ""Point""}","44.9604044, -76.9836887"
7272,1206 HWY 15,Plaza,RIVERVIEW SHOPPING CENTRE,"{""coordinates"": [-76.4515618, 44.2698103], ""type"": ""Point""}","44.2698103, -76.4515618"
7872,41 GRENADIER DR,Pickleball Court,GRENADIER PARK PICKLEBALL COURTS,"{""coordinates"": [-76.4578601, 44.2545532], ""type"": ""Point""}","44.2545532, -76.4578601"
8269,1648 JOYCEVILLE RD,Monument,CENTENNIAL MONUMENT (JOYCEVILLE),"{""coordinates"": [-76.3298534, 44.3021255], ""type"": ""Point""}","44.3021255, -76.3298534"
8270,685 BROCK ST,Monument,TERCENTENARY MONUMENT,"{""coordinates"": [-76.5080709, 44.2327754], ""type"": ""Point""}","44.2327754, -76.5080709"
8272,731 MONTREAL ST,Monument,BELLE PARK TOTEM POLE,"{""coordinates"": [-76.4844572, 44.2513031], ""type"": ""Point""}","44.2513031, -76.4844572"
8930,,Village,ELM TREE,"{""coordinates"": [-77.014401, 44.6865154], ""type"": ""Point""}","44.6865154, -77.014401"
8933,,Village,STELLA,"{""coordinates"": [-76.7003372, 44.1688141], ""type"": ""Point""}","44.1688141, -76.7003372"
8347,,Village,ASHTON,"{""coordinates"": [-76.0330132, 45.1570321], ""type"": ""Point""}","45.1570321, -76.0330132"
8646,,Village,ST. GEORGE,"{""coordinates"": [-76.6748948, 44.7342085], ""type"": ""Point""}","44.7342085, -76.6748948"
8647,,Village,KIRK COVE,"{""coordinates"": [-76.9719158, 44.8059322], ""type"": ""Point""}","44.8059322, -76.9719158"
9063,792 HENDERSON BLVD,Tennis Court,HENDERSON PARK TENNIS COURTS,"{""coordinates"": [-76.5786757, 44.2290185], ""type"": ""Point""}","44.2290185, -76.5786757"
9064,1 GRENVILLE CRES,Tennis Court,GRENVILLE CRESCENT PARKS TENNIS COURT,"{""coordinates"": [-76.5342981, 44.2401063], ""type"": ""Point""}","44.2401063, -76.5342981"
8773,22 GENERAL CRERAR CRES,Tennis Court,ROYAL MILITARY COLLEGE OF CANADA TENNIS COURT,"{""coordinates"": [-76.4674414, 44.235449], ""type"": ""Point""}","44.235449, -76.4674414"
7274,3891 HWY 15,Quarry-Active,3891 HWY 15 QUARRY,"{""coordinates"": [-76.3408376, 44.3555205], ""type"": ""Point""}","44.3555205, -76.3408376"
7268,2185 PERTH RD,Quarry-Abandoned,2185 PERTH RD QUARRY,"{""coordinates"": [-76.5053173, 44.3068958], ""type"": ""Point""}","44.3068958, -76.5053173"
7874,1716 JACKSON MILLS RD,Quarry-Active,1716 JACKSON MILLS RD QUARRY,"{""coordinates"": [-76.5646851, 44.2894398], ""type"": ""Point""}","44.2894398, -76.5646851"
7276,1665 HWY 15,Ambulance Station,FRONTENAC PARAMEDIC SERVICES STATION 3,"{""coordinates"": [-76.4314804, 44.2857032], ""type"": ""Point""}","44.2857032, -76.4314804"
7577,HWY 15/INNOVATION DR,Trail Access,GREENWOOD PARK TRAIL,"{""coordinates"": [-76.4467438, 44.2723311], ""type"": ""Point""}","44.2723311, -76.4467438"
7579,579 FIELDSTONE DR,Trail Access,GREENWOOD PARK TRAIL,"{""coordinates"": [-76.4426178, 44.2641663], ""type"": ""Point""}","44.2641663, -76.4426178"
7277,562 FREEMAN CRES,Trail Access,GREENWOOD PARK TRAIL,"{""coordinates"": [-76.4467151, 44.2698158], ""type"": ""Point""}","44.2698158, -76.4467151"
7875,2295 PRINCESS ST,Park and Ride,KINGSTON GOSPEL TEMPLE PARK AND RIDE,"{""coordinates"": [-76.5482709, 44.2577358], ""type"": ""Point""}","44.2577358, -76.5482709"
8273,23 ONTARIO ST,Monument,STEAM MUSEUM MARINE MONUMENT,"{""coordinates"": [-76.4841363, 44.2239257], ""type"": ""Point""}","44.2239257, -76.4841363"
8571,151 ORDNANCE ST,Monument,IMMIGRANT MEMORIAL,"{""coordinates"": [-76.4881566, 44.2352525], ""type"": ""Point""}","44.2352525, -76.4881566"
8274,875 GARDINERS RD,Monument,LIBRARY MONUMENT,"{""coordinates"": [-76.5723529, 44.2545648], ""type"": ""Point""}","44.2545648, -76.5723529"
8275,225 ONTARIO ST,Monument,LOCOMOTIVE MONUMENT,"{""coordinates"": [-76.4801401, 44.2291476], ""type"": ""Point""}","44.2291476, -76.4801401"
8868,33 BAGOT ST,Monument,CITY PARK WAR MEMORIAL,"{""coordinates"": [-76.4897897, 44.2236293], ""type"": ""Point""}","44.2236293, -76.4897897"
8353,,Village,MILLHAVEN,"{""coordinates"": [-76.7509766, 44.1980724], ""type"": ""Point""}","44.1980724, -76.7509766"
8181,755 BAYRIDGE DR,Tennis Court,BAYRIDGE PARK TENNIS COURT,"{""coordinates"": [-76.5915031, 44.2486], ""type"": ""Point""}","44.2486, -76.5915031"
8182,792 HENDERSON BLVD,Tennis Court,HENDERSON PARK TENNIS COURTS,"{""coordinates"": [-76.5788926, 44.2293431], ""type"": ""Point""}","44.2293431, -76.5788926"
8776,535 UNION ST,Tennis Court,QUEEN'S UNIVERSITY - WEST CAMPUS TENNIS COURT,"{""coordinates"": [-76.5150929, 44.2271572], ""type"": ""Point""}","44.2271572, -76.5150929"
8467,755 BAYRIDGE DR,Tennis Court,BAYRIDGE PARK TENNIS COURT,"{""coordinates"": [-76.5913323, 44.2486062], ""type"": ""Point""}","44.2486062, -76.5913323"
7278,137 RESOURCE RD,Trail Access,CATARAQUI ESTATES BP TRAIL ACCESS,"{""coordinates"": [-76.5640469, 44.2752016], ""type"": ""Point""}","44.2752016, -76.5640469"
7580,85 MACCAULEY ST,Community Centre,RIDEAU HEIGHTS COMMUNITY CENTRE,"{""coordinates"": [-76.482649, 44.265296], ""type"": ""Point""}","44.265296, -76.482649"
7480,1130 MONTREAL ST,Playground,1130 MONTREAL ST PLAYGROUND,"{""coordinates"": [-76.4799712, 44.2641118], ""type"": ""Point""}","44.2641118, -76.4799712"
7773,41-61 COMPTON ST,Playground,41-61 COMPTON ST PLAYGROUND,"{""coordinates"": [-76.489458, 44.2650072], ""type"": ""Point""}","44.2650072, -76.489458"
8067,61-71 COMPTON ST,Playground,61-71 COMPTON ST PLAYGROUND,"{""coordinates"": [-76.4904239, 44.2648988], ""type"": ""Point""}","44.2648988, -76.4904239"
8574,1229 CARMIL BLVD,Playground,HIGHGATE PARK PLAYGROUND,"{""coordinates"": [-76.6069549, 44.2480234], ""type"": ""Point""}","44.2480234, -76.6069549"
8871,2 HOWE ISLAND FERRY RD,Playground,CHANNEL VIEW PARK PLAYGROUND,"{""coordinates"": [-76.3275781, 44.2783267], ""type"": ""Point""}","44.2783267, -76.3275781"
8281,355 WATERLOO DR,Playground,ST. MARGUERITE BOURGEOYS ELEMENTARY SCHOOL PLAYGROUND 2,"{""coordinates"": [-76.5527428, 44.2535244], ""type"": ""Point""}","44.2535244, -76.5527428"
8356,1 HOWE ISLAND DR,Ferry Dock,HOWE ISLAND FERRY DOCK,"{""coordinates"": [-76.3262014, 44.2735805], ""type"": ""Point""}","44.2735805, -76.3262014"
8357,685 BROCK ST,Washroom,CHURCHILL PARK WASHROOM,"{""coordinates"": [-76.5076424, 44.233167], ""type"": ""Point""}","44.233167, -76.5076424"
8943,164 VAN ORDER DR,Education Facility,KINGSTON CHINESE HERITAGE SCHOOL,"{""coordinates"": [-76.5214061, 44.2379883], ""type"": ""Point""}","44.2379883, -76.5214061"
8658,742 ARLINGTON PARK PL,Education Facility,KINGSTON LEARNING CENTRE,"{""coordinates"": [-76.5731429, 44.2493681], ""type"": ""Point""}","44.2493681, -76.5731429"
8469,45 UNION ST,Queen's University,BEAMISH-MUNRO HALL,"{""coordinates"": [-76.4926446, 44.2280899], ""type"": ""Point""}","44.2280899, -76.4926446"
8190,10 STUART ST,Queen's University,CANCER RESEARCH INSTITUTE,"{""coordinates"": [-76.491175, 44.2239934], ""type"": ""Point""}","44.2239934, -76.491175"
8470,30 FIFTH FIELD COMPANY LN,Queen's University,CLARK HALL,"{""coordinates"": [-76.4937643, 44.2267776], ""type"": ""Point""}","44.2267776, -76.4937643"
7482,920  KING ST,Park,LAKE ONTARIO PARK,"{""coordinates"": [-76.5310199, 44.2161167], ""type"": ""Point""}","44.2161167, -76.5310199"
7484,1139 HWY 15,Park,GREENWOOD PARK LINEAR TRAIL,"{""coordinates"": [-76.4528242, 44.267049], ""type"": ""Point""}","44.267049, -76.4528242"
7776,1064 ESCALA CR,Playground,WOODHAVEN PARK PLAYGROUND,"{""coordinates"": [-76.5993271, 44.2662304], ""type"": ""Point""}","44.2662304, -76.5993271"
7777,1064 ESCALA CR,Swingset,WOODHAVEN PARK SWINGSET,"{""coordinates"": [-76.5993763, 44.2661529], ""type"": ""Point""}","44.2661529, -76.5993763"
8873,20 CRANBROOK ST,Playground,OUR LADY OF LOURDES ELEMENTARY SCHOOL PLAYGROUND,"{""coordinates"": [-76.569946, 44.2201772], ""type"": ""Point""}","44.2201772, -76.569946"
8282,900 HENDERSON BLVD,Playground,JIM BEATTIE PARK PLAYGROUND 2,"{""coordinates"": [-76.5828971, 44.228513], ""type"": ""Point""}","44.228513, -76.5828971"
8579,9 DUNDAS ST,Playground,RIDEAU PUBLIC SCHOOL PLAYGROUND 1,"{""coordinates"": [-76.5045096, 44.2358446], ""type"": ""Point""}","44.2358446, -76.5045096"
8285,999 SYDENHAM RD,Basketball Court,THIRD DAY WORSHIP CENTRE BASKETBALL COURT,"{""coordinates"": [-76.5456915, 44.2643738], ""type"": ""Point""}","44.2643738, -76.5456915"
8874,810 EDGAR ST,Playground,TRILLIUM RIDGE PARK SWINGSET,"{""coordinates"": [-76.5515582, 44.2515251], ""type"": ""Point""}","44.2515251, -76.5515582"
8949,151 ORDNANCE ST,Historic Site,SKELETON PARK CEMETERY - MCBURNEY PARK,"{""coordinates"": [-76.488187, 44.235691], ""type"": ""Point""}","44.235691, -76.488187"
8358,91 COLBORNE ST,Place of Worship,THE NEXT CHURCH,"{""coordinates"": [-76.4907902, 44.2347869], ""type"": ""Point""}","44.2347869, -76.4907902"
8950,214 CONCESSION ST,Place of Worship,KINGSTON UNITARIAN FELLOWSHIP,"{""coordinates"": [-76.5049222, 44.2410589], ""type"": ""Point""}","44.2410589, -76.5049222"
8951,342 MCEWEN DR,Place of Worship,NEW LIFE CENTRE (UNITED PENTECOSTAL CHURCH),"{""coordinates"": [-76.5733274, 44.2285027], ""type"": ""Point""}","44.2285027, -76.5733274"
8952,849 DEVELOPMENT DR,Place of Worship,JEHOVAH'S WITNESSES - BAYRIDGE,"{""coordinates"": [-76.5803254, 44.2403469], ""type"": ""Point""}","44.2403469, -76.5803254"
8661,41 CHURCH ST,Place of Worship,ST. JOHNS ANGLICAN CHURCH,"{""coordinates"": [-76.5186308, 44.2225926], ""type"": ""Point""}","44.2225926, -76.5186308"
8360,10 UNION ST,Place of Worship,ST. JAMES CHURCH,"{""coordinates"": [-76.4915793, 44.2272753], ""type"": ""Point""}","44.2272753, -76.4915793"
9069,75 BADER LANE,Queen's University,VICTORIA HALL,"{""coordinates"": [-76.4986417, 44.2255171], ""type"": ""Point""}","44.2255171, -76.4986417"
9071,49 BADER LANE,Queen's University,"WATSON HALL, JOHN","{""coordinates"": [-76.4976357, 44.2255376], ""type"": ""Point""}","44.2255376, -76.4976357"
9073,74 UNION ST,Queen's University,GORDON HALL,"{""coordinates"": [-76.4944583, 44.2274965], ""type"": ""Point""}","44.2274965, -76.4944583"
7486,805 CATARAQUI WOODS DR,Baseball Field,CATARAQUI WOODS PARK BASEBALL FIELD,"{""coordinates"": [-76.5809195, 44.2650559], ""type"": ""Point""}","44.2650559, -76.5809195"
7778,1030 SUNNYSIDE RD,Playground,CLOVERDALE PARK PLAYGROUND 2,"{""coordinates"": [-76.5473816, 44.2789639], ""type"": ""Point""}","44.2789639, -76.5473816"
7779,585 ROOSEVELT DR,Playground,AUDEN PARK PLAYGROUND 1,"{""coordinates"": [-76.5862648, 44.2345261], ""type"": ""Point""}","44.2345261, -76.5862648"
7488,115 CLARENCE ST,Health Centre,QUEEN'S FAMILY HEALTH TEAM,"{""coordinates"": [-76.4835497, 44.2306363], ""type"": ""Point""}","44.2306363, -76.4835497"
8072,175 PRINCESS ST,Health Centre,CDK FAMILY MEDICINE & WALK-IN CLINIC,"{""coordinates"": [-76.4848166, 44.2322495], ""type"": ""Point""}","44.2322495, -76.4848166"
8073,105 SUTHERLAND DR,Health Centre,CDK FAMILY MEDICINE & WALK-IN CLINIC,"{""coordinates"": [-76.480114, 44.2690314], ""type"": ""Point""}","44.2690314, -76.480114"
8288,487 BROCK ST,Playground,VICTORIA PARK PLAYGROUND,"{""coordinates"": [-76.4984797, 44.2339409], ""type"": ""Point""}","44.2339409, -76.4984797"
8362,244 MCMAHON AVE,Place of Worship,STRATHCONA PARK PRESBYTERIAN CHURCH,"{""coordinates"": [-76.5224796, 44.2496343], ""type"": ""Point""}","44.2496343, -76.5224796"
8668,130 LAKEVIEW AVE,Place of Worship,ST. THOMAS ANGLICAN CHURCH,"{""coordinates"": [-76.571412, 44.219294], ""type"": ""Point""}","44.219294, -76.571412"
8475,55 STUART ST,Queen's University,SUMMERHILL HOUSE,"{""coordinates"": [-76.4924534, 44.2260173], ""type"": ""Point""}","44.2260173, -76.4924534"
8194,18 STUART ST,Queen's University,BOTTEREL HALL,"{""coordinates"": [-76.4914805, 44.2243245], ""type"": ""Point""}","44.2243245, -76.4914805"
9077,207 STUART ST,Queen's University,RIDEAU BUILDING,"{""coordinates"": [-76.4981033, 44.2240074], ""type"": ""Point""}","44.2240074, -76.4981033"
8195,21 QUEENSTON HTS,Multi-Use Court,QUEENSTON HEIGHTS MULTI-COURT,"{""coordinates"": [-76.4515332, 44.2361509], ""type"": ""Point""}","44.2361509, -76.4515332"
8196,320 KING ST E,Gallery,HEATHER HYANES GALLERY,"{""coordinates"": [-76.4816698, 44.2300989], ""type"": ""Point""}","44.2300989, -76.4816698"
7189,235 GORE RD,Health Centre,RIDEAU FAMILY MEDICAL CENTRE,"{""coordinates"": [-76.4559469, 44.2581379], ""type"": ""Point""}","44.2581379, -76.4559469"
7783,728 MILFORD DR,Health Centre,GOOD DOCTORS WALK IN CLINIC,"{""coordinates"": [-76.5805826, 44.2482874], ""type"": ""Point""}","44.2482874, -76.5805826"
8075,1479 JOHN COUNTER BV,Health Centre,WILLOW FAMILY PHYSICIANS,"{""coordinates"": [-76.5215674, 44.2593017], ""type"": ""Point""}","44.2593017, -76.5215674"
