ROAD_ELEMENT_ID,STREET_BODY_NAME,STREET_TYPE_SUFFIX,DIRECTION_SUFFIX,STREET_CP,FROM_STREET,TO_STREET,PLOW_ROUTE,F_ADDR_L,T_ADDR_L,F_ADDR_R,T_ADDR_R,F_ADDR_L_911,T_ADDR_L_911,F_ADDR_R_911,T_ADDR_R_911,NO_OF_LANE,GIS_CLASS,JURISDICTION,RIGHT_SIDE_PARITY,TRAFFIC_FLOW,STATUS,MUNICIPALITY,RIGHT_MUNICIPALITY,LEFT_MUNICIPALITY,ROAD_LEVEL,STREET_TYPE_SHORT,MAP_LABEL,GeoJSON,geo_point_2d
2500,HARPELL,RD,,HARPELL RD,SOUTHERLY END,HWY 38,40R,1725,1761,1730,1730,1725,1773,1730,1772,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,RD,Harpell Rd,"{""coordinates"": [[-76.5704301, 44.2893167], [-76.5704816, 44.289316], [-76.5704914, 44.289316], [-76.5705011, 44.2893166], [-76.5705107, 44.2893177], [-76.5705201, 44.2893195], [-76.5705292, 44.2893219], [-76.570538, 44.2893249], [-76.5705464, 44.2893284], [-76.5705544, 44.2893324], [-76.5705618, 44.2893369], [-76.5705686, 44.2893419], [-76.5705748, 44.2893472], [-76.5705802, 44.289353], [-76.570585, 44.2893591], [-76.570589, 44.2893654], [-76.5705922, 44.289372], [-76.5705945, 44.2893788], [-76.5705961, 44.2893857], [-76.5705967, 44.2893927], [-76.5705966, 44.2893997], [-76.5706491, 44.2905832], [-76.570649, 44.2908446], [-76.5706398, 44.2908968], [-76.5706307, 44.2909299], [-76.5706294, 44.2909374], [-76.5706278, 44.2909449], [-76.5706259, 44.2909523], [-76.5706236, 44.2909596], [-76.5706209, 44.2909669], [-76.5706179, 44.2909741], [-76.5706146, 44.2909813], [-76.5706109, 44.2909883], [-76.5706069, 44.2909953], [-76.5706026, 44.2910022], [-76.570598, 44.2910089], [-76.570593, 44.2910156], [-76.5705878, 44.2910221], [-76.5705822, 44.2910285], [-76.5705764, 44.2910348], [-76.5705702, 44.2910409], [-76.5705638, 44.2910468], [-76.5705571, 44.2910526], [-76.5705501, 44.2910582], [-76.5705429, 44.2910637], [-76.5705354, 44.291069], [-76.5705276, 44.2910741], [-76.5705197, 44.291079], [-76.5705115, 44.2910837], [-76.5704584, 44.2911168]], ""type"": ""LineString""}","44.29019293528596, -76.57060886738881"
15881,ROSANNA,AVE,,ROSANNA AVE,CARFA CRES,EVERGREEN DR,35R,,,1036,1046,0,0,1034,1050,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,AV,Rosanna Ave,"{""coordinates"": [[-76.5999602, 44.2644441], [-76.5999735, 44.2652119]], ""type"": ""LineString""}","44.264827999999994, -76.59996685"
16040,HORIZON,DR,,HORIZON DR,HOLDEN ST,TREMONT DR,35R,1091,1199,1082,1166,1091,1199,1082,1166,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Horizon Dr,"{""coordinates"": [[-76.5898817, 44.2655838], [-76.5912796, 44.2655788], [-76.5913905, 44.2655695], [-76.5915001, 44.265554], [-76.5916077, 44.2655322], [-76.5917126, 44.2655043], [-76.5925016, 44.2652581], [-76.5925849, 44.2652356], [-76.5926706, 44.2652183], [-76.5927579, 44.2652063], [-76.5928463, 44.2651996], [-76.592935, 44.2651984], [-76.5931276, 44.2651959], [-76.5936476, 44.2651938], [-76.5936682, 44.2651932], [-76.5936888, 44.265194], [-76.5937091, 44.265196], [-76.5937291, 44.2651994], [-76.5937486, 44.265204], [-76.5937675, 44.2652099], [-76.5937855, 44.265217], [-76.5938025, 44.2652252], [-76.5938184, 44.2652344], [-76.5938332, 44.2652447], [-76.5938465, 44.2652559], [-76.5938584, 44.2652679], [-76.5938688, 44.2652806], [-76.5938775, 44.2652939], [-76.5938846, 44.2653078], [-76.5938898, 44.2653221], [-76.5938933, 44.2653366], [-76.593895, 44.2653514], [-76.5939038, 44.2660304]], ""type"": ""LineString""}","44.26544652536465, -76.59220511186487"
1604,PERCY,CRES,,PERCY CRES,WELBORNE AVE,SHERMAN ST,34R,879,879,870,874,871,879,870,878,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,CR,Percy Cres,"{""coordinates"": [[-76.5797734, 44.2186275], [-76.5812588, 44.2185406]], ""type"": ""LineString""}","44.21858405, -76.5805161"
16170,TREMONT,DR,,TREMONT DR,TREMONT DR,HORIZON DR,35R,1353,1399,1372,1400,1353,1401,1352,1400,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Tremont Dr,"{""coordinates"": [[-76.5917871, 44.2662965], [-76.5918349, 44.2662836], [-76.5921909, 44.2661792], [-76.5922808, 44.2661522], [-76.5923514, 44.2661319], [-76.5924234, 44.2661107], [-76.5925146, 44.2660836], [-76.5925901, 44.266064], [-76.5926547, 44.2660516], [-76.5927197, 44.2660425], [-76.5927959, 44.2660369], [-76.5928423, 44.2660359], [-76.5928888, 44.2660357], [-76.5929647, 44.266035], [-76.5930409, 44.2660351], [-76.5931392, 44.266034], [-76.5939038, 44.2660304]], ""type"": ""LineString""}","44.26609152854537, -76.59283514471909"
16171,TREMONT,DR,,TREMONT DR,SWALLOWDALE CRT,DAVENPORT CRES,35R,1331,1351,,,1331,1351,1334,1350,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Tremont Dr,"{""coordinates"": [[-76.5906589, 44.2663347], [-76.5908422, 44.2663338], [-76.5912762, 44.2663312], [-76.5915121, 44.2663298], [-76.591582, 44.2663276], [-76.5916514, 44.2663213], [-76.5917199, 44.2663109], [-76.5917871, 44.2662965]], ""type"": ""LineString""}","44.26632888030074, -76.59122414465874"
6422,HOLDEN,ST,,HOLDEN ST,HORIZON DR,TREMONT DR,35R,,,312,334,313,335,312,334,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Holden St,"{""coordinates"": [[-76.5898817, 44.2655838], [-76.5898869, 44.2663374]], ""type"": ""LineString""}","44.2659606, -76.5898843"
1242,BRADSTONE,ST,,BRADSTONE ST,ABBOT ST,AUGUSTA DR,6R,179,203,,,179,203,0,0,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Bradstone St,"{""coordinates"": [[-76.5514085, 44.2622799], [-76.5520203, 44.2622625], [-76.552667, 44.2623654]], ""type"": ""LineString""}","44.262293296923346, -76.55203965120498"
105,ALBERT,ST,,ALBERT ST,BADER LANE,QUEEN'S CRES,18A,,,,,0,0,0,0,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Albert St,"{""coordinates"": [[-76.4996175, 44.2242796], [-76.4995403, 44.2245207], [-76.4994017, 44.224837]], ""type"": ""LineString""}","44.22456096179819, -76.4995166409651"
1322,PERRADICE,DR,,PERRADICE DR,MILLENIUM CRT,GENESIS CRT,2C-R,1425,1485,1420,1480,1413,1485,1414,1492,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Perradice Dr,"{""coordinates"": [[-76.4557525, 44.293101], [-76.4546195, 44.2936268], [-76.4539648, 44.2940609], [-76.4539052, 44.2941249], [-76.4538957, 44.2941409], [-76.4538881, 44.2941574], [-76.4538825, 44.2941743], [-76.4538789, 44.2941914], [-76.4538773, 44.2942088], [-76.4538778, 44.2942261], [-76.4538802, 44.2942433], [-76.4538847, 44.2942603], [-76.4538911, 44.294277], [-76.4538995, 44.2942932], [-76.4539097, 44.2943088], [-76.4540833, 44.2945236], [-76.454392, 44.2947916], [-76.4554415, 44.295627], [-76.4554941, 44.295657], [-76.4555501, 44.2956836], [-76.4556091, 44.2957067], [-76.4556706, 44.2957261], [-76.4557343, 44.2957416], [-76.4557996, 44.2957532], [-76.4558661, 44.2957608], [-76.4559333, 44.2957643]], ""type"": ""LineString""}","44.29441682871714, -76.45479758233309"
1187,COLLINS BAY,RD,,COLLINS BAY RD,TAYLOR-KIDD BLVD,SAFARI DR,43A,,,980,1000,899,997,900,1000,2,COLLECTOR,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,RD,Collins Bay Rd,"{""coordinates"": [[-76.6106927, 44.2501602], [-76.6108064, 44.2518559]], ""type"": ""LineString""}","44.25100805, -76.61074955000001"
1202,BAKER,ST,,BAKER ST,JEAN WORRELL CRES,CONACHER DR,2R,138,142,137,139,138,142,137,139,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Baker St,"{""coordinates"": [[-76.4851052, 44.2652842], [-76.4851597, 44.2656938], [-76.4853024, 44.266189]], ""type"": ""LineString""}","44.26574008178984, -76.4851871729542"
1856,QUEEN MARY,RD,,QUEEN MARY RD,FAIRWAY NORTH,ROBERT WALLACE DR,1A,138,152,131,145,136,152,129,145,2,COLLECTOR,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,RD,Queen Mary Rd,"{""coordinates"": [[-76.5329888, 44.2334155], [-76.5330177, 44.2336994], [-76.5330396, 44.2339047], [-76.5330632, 44.2340137], [-76.5330989, 44.2341115], [-76.5331777, 44.2342754], [-76.5332129, 44.2343539]], ""type"": ""LineString""}","44.23389445776915, -76.53306455698011"
3464,NORMAN ROGERS,DR,,NORMAN ROGERS DR,SIR JOHN A. MACDONALD BLVD,VAN ORDER DR,3B,,,,,2,46,1,45,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Norman Rogers Dr,"{""coordinates"": [[-76.5147411, 44.233899], [-76.5152501, 44.2338779], [-76.515558, 44.2338358], [-76.5156164, 44.2338276], [-76.5156744, 44.233818], [-76.5157319, 44.2338069], [-76.5157888, 44.2337944], [-76.515845, 44.2337805], [-76.5159006, 44.2337651], [-76.5159553, 44.2337484], [-76.5160092, 44.2337303], [-76.5160622, 44.2337109]], ""type"": ""LineString""}","44.23384027598994, -76.51540749244694"
3468,ROBERT WALLACE,DR,,ROBERT WALLACE DR,STRACHAN AVE,ROSS ST,5B,90,96,99,103,90,108,99,107,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Robert Wallace Dr,"{""coordinates"": [[-76.5275017, 44.2330002], [-76.5277182, 44.2335661]], ""type"": ""LineString""}","44.23328315, -76.52760995"
2602,GREEN BAY,RD,,GREEN BAY RD,JAMES ST,NORTHERLY END,9C-ST,211,229,214,222,209,229,214,228,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,RD,Green Bay Rd,"{""coordinates"": [[-76.4650516, 44.2391882], [-76.4650855, 44.239402], [-76.4651394, 44.2397907], [-76.4651384, 44.239801], [-76.465137, 44.2398112], [-76.465135, 44.2398214], [-76.4651326, 44.2398315], [-76.4651297, 44.2398416], [-76.4651263, 44.2398516], [-76.4651225, 44.2398615], [-76.4651182, 44.2398713], [-76.4651134, 44.239881], [-76.4651081, 44.2398905], [-76.4651024, 44.2399], [-76.4650963, 44.2399092], [-76.4650897, 44.2399184], [-76.4650827, 44.2399273], [-76.4650752, 44.2399361], [-76.4650674, 44.2399447], [-76.4650591, 44.2399531], [-76.4650505, 44.2399613], [-76.4650415, 44.2399692], [-76.465032, 44.239977], [-76.4650223, 44.2399845], [-76.4650121, 44.2399917], [-76.4650017, 44.2399987], [-76.4649909, 44.2400055], [-76.4649798, 44.2400119], [-76.4649683, 44.2400181], [-76.4649566, 44.240024], [-76.4649447, 44.2400296], [-76.4649324, 44.240035], [-76.4649199, 44.24004], [-76.4649072, 44.2400447], [-76.4648943, 44.240049], [-76.4648207, 44.2400737], [-76.4646732, 44.2400935], [-76.4644934, 44.2401097], [-76.4644748, 44.2401123], [-76.4644566, 44.240116], [-76.4644389, 44.2401209], [-76.4644218, 44.2401268], [-76.4644055, 44.2401339], [-76.4643902, 44.2401419], [-76.4643759, 44.2401509], [-76.4643627, 44.2401608], [-76.4643508, 44.2401714], [-76.4643403, 44.2401828], [-76.4643312, 44.2401948], [-76.4643236, 44.2402073], [-76.4643175, 44.2402202], [-76.4643131, 44.2402334], [-76.4640844, 44.2408723], [-76.4641086, 44.2410686]], ""type"": ""LineString""}","44.24012232173855, -76.46463536155677"
2366,INVERNESS,CRES,,INVERNESS CRES,LOCHINVAR RD,NORTH PARK DR,4R,136,174,137,183,132,180,133,183,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,CR,Inverness Cres,"{""coordinates"": [[-76.5198634, 44.2547196], [-76.5198207, 44.2539816], [-76.5198205, 44.2539767], [-76.5198206, 44.2539717], [-76.5198209, 44.2539667], [-76.5198214, 44.2539618], [-76.5198222, 44.2539569], [-76.5198232, 44.253952], [-76.5198244, 44.2539471], [-76.5198259, 44.2539422], [-76.5198276, 44.2539374], [-76.5198295, 44.2539327], [-76.5198317, 44.253928], [-76.5198341, 44.2539233], [-76.5198367, 44.2539187], [-76.5198395, 44.2539142], [-76.5198425, 44.2539097], [-76.5198458, 44.2539053], [-76.5198492, 44.253901], [-76.5198529, 44.2538968], [-76.5198567, 44.2538927], [-76.5198607, 44.2538887], [-76.519865, 44.2538848], [-76.5198694, 44.253881], [-76.519874, 44.2538773], [-76.5198787, 44.2538737], [-76.5198837, 44.2538702], [-76.5198888, 44.2538669], [-76.519894, 44.2538636], [-76.5198994, 44.2538605], [-76.519905, 44.2538576], [-76.5199107, 44.2538548], [-76.5199165, 44.2538521], [-76.5199224, 44.2538496], [-76.5199285, 44.2538472], [-76.5199346, 44.253845], [-76.5199409, 44.2538429], [-76.5199473, 44.253841], [-76.5199537, 44.2538392], [-76.5199602, 44.2538376], [-76.5199668, 44.2538361], [-76.5199735, 44.2538349], [-76.5199802, 44.2538337], [-76.519987, 44.2538328], [-76.5199938, 44.253832], [-76.5200007, 44.2538314], [-76.5200075, 44.2538309], [-76.5200144, 44.2538307], [-76.5200213, 44.2538305], [-76.5200282, 44.2538306], [-76.5208463, 44.2538057]], ""type"": ""LineString""}","44.254041120571024, -76.5201155018742"
189,RIDEAU,ST,,RIDEAU ST,CATARAQUI ST,MONTREAL ST,5A,306,468,305,541,306,500,305,541,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Rideau St,"{""coordinates"": [[-76.4835081, 44.2417619], [-76.4834446, 44.2418453], [-76.4834282, 44.2426736], [-76.4834296, 44.2427057], [-76.4834324, 44.2427378], [-76.4834366, 44.2427698], [-76.4834422, 44.2428016], [-76.4834493, 44.2428334], [-76.4834577, 44.2428649], [-76.4836958, 44.2436669], [-76.4837984, 44.2440324], [-76.4838088, 44.2440745], [-76.4838211, 44.2441165], [-76.4838354, 44.2441581], [-76.4838515, 44.2441993], [-76.4838695, 44.2442401], [-76.4838893, 44.2442805], [-76.483911, 44.2443204], [-76.4839345, 44.2443598], [-76.4839598, 44.2443986], [-76.4839868, 44.2444368], [-76.4840156, 44.2444743], [-76.4840461, 44.2445111], [-76.4840782, 44.2445472], [-76.4843785, 44.2448913], [-76.4845719, 44.245116], [-76.4846004, 44.2451504], [-76.4846275, 44.2451854], [-76.4846531, 44.2452209], [-76.4846771, 44.245257], [-76.4846997, 44.2452936], [-76.4847207, 44.2453307], [-76.485213, 44.2462551], [-76.4854402, 44.2465671], [-76.486224, 44.2475199], [-76.4868106, 44.2482346]], ""type"": ""LineString""}","44.24515214713412, -76.48471550759194"
3566,RIDEAU,ST,,RIDEAU ST,JAMES ST,CATARAQUI ST,5A,298,300,285,285,294,300,285,303,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Rideau St,"{""coordinates"": [[-76.4834851, 44.241347], [-76.4835293, 44.241599], [-76.4835081, 44.2417619]], ""type"": ""LineString""}","44.24155411618197, -76.48351169667916"
5923,CRESCENT,DR,,CRESCENT DR,BISHOP ST,CRESCENT DR,34R,38,40,7,11,38,42,7,11,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Crescent Dr,"{""coordinates"": [[-76.5668421, 44.214708], [-76.566719, 44.2146306], [-76.5665887, 44.2145458], [-76.5664474, 44.2144543], [-76.566301, 44.2143586]], ""type"": ""LineString""}","44.21453411823004, -76.56657102550393"
1980,PRINCESS,ST,,PRINCESS ST,MACDONNELL ST,TOWER ST,6A,766,826,689,799,766,826,689,803,2,ARTERIAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Princess St,"{""coordinates"": [[-76.5057263, 44.2386814], [-76.5078021, 44.2395453]], ""type"": ""LineString""}","44.23911335, -76.5067642"
2777,BAGOT,ST,,BAGOT ST,QUEEN ST,BARRACK ST,16A,344,350,,,326,348,325,343,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Bagot St,"{""coordinates"": [[-76.4839279, 44.2327231], [-76.4837805, 44.2332798], [-76.4837933, 44.2336556]], ""type"": ""LineString""}","44.23318562703539, -76.48382761530407"
4916,,,,615 ON WB,SIR JOHN A. MACDONALD BLVD,HWY 401,401,,,,,0,0,0,0,,RAMP_EXPRESSWAY,MUNICIPAL,,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,,615 On Wb,"{""coordinates"": [[-76.518527, 44.2715572], [-76.5182077, 44.2720232], [-76.517829, 44.272714], [-76.517759, 44.2728957], [-76.517742, 44.27297], [-76.517734, 44.2730449], [-76.5177348, 44.2731201], [-76.5177446, 44.2731948], [-76.5177632, 44.2732686], [-76.5177905, 44.273341], [-76.5178263, 44.2734113], [-76.5178704, 44.2734792], [-76.5179224, 44.2735441], [-76.5179819, 44.2736054], [-76.5180486, 44.2736629], [-76.5181218, 44.273716], [-76.5182012, 44.2737644], [-76.5182861, 44.2738077], [-76.5183759, 44.2738456], [-76.5184699, 44.2738779], [-76.5185675, 44.2739042], [-76.5186679, 44.2739245], [-76.5187704, 44.2739385], [-76.5188743, 44.2739461], [-76.5189788, 44.2739474], [-76.5190832, 44.2739422], [-76.5191866, 44.2739307], [-76.5212836, 44.2734311], [-76.5216001, 44.2733809], [-76.521921, 44.2733498], [-76.5222441, 44.2733378], [-76.5225673, 44.2733451], [-76.5228883, 44.2733716], [-76.5232049, 44.2734172], [-76.5250362, 44.273839], [-76.5286487, 44.2747758]], ""type"": ""LineString""}","44.27362572711293, -76.52237496665566"
2877,SEAFORTH,RD,,SEAFORTH RD,MCMAHON AVE,GLENGARRY RD,23R,18,158,23,159,2,158,1,159,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,RD,Seaforth Rd,"{""coordinates"": [[-76.5216111, 44.2499947], [-76.5216522, 44.2507472], [-76.5216511, 44.2507522], [-76.5216498, 44.2507571], [-76.5216482, 44.2507621], [-76.5216464, 44.250767], [-76.5216444, 44.2507718], [-76.5216422, 44.2507766], [-76.5216397, 44.2507813], [-76.521637, 44.250786], [-76.5216341, 44.2507906], [-76.5216309, 44.2507951], [-76.5216276, 44.2507996], [-76.521624, 44.2508039], [-76.5216203, 44.2508082], [-76.5216163, 44.2508124], [-76.5216122, 44.2508165], [-76.5216079, 44.2508205], [-76.5216033, 44.2508243], [-76.5215986, 44.2508281], [-76.5215937, 44.2508317], [-76.5215887, 44.2508352], [-76.5215835, 44.2508386], [-76.5215781, 44.2508419], [-76.5215726, 44.250845], [-76.5215669, 44.250848], [-76.5215611, 44.2508509], [-76.5215552, 44.2508536], [-76.5215491, 44.2508562], [-76.5215429, 44.2508586], [-76.5215366, 44.2508608], [-76.5215302, 44.2508629], [-76.5215238, 44.2508649], [-76.5215172, 44.2508667], [-76.5215105, 44.2508683], [-76.5215038, 44.2508698], [-76.521497, 44.2508711], [-76.5214901, 44.2508722], [-76.5214832, 44.2508732], [-76.5214763, 44.250874], [-76.5205772, 44.250903], [-76.5205702, 44.2509038], [-76.5205632, 44.2509049], [-76.5205563, 44.2509062], [-76.5205494, 44.2509076], [-76.5205426, 44.2509092], [-76.5205358, 44.2509109], [-76.5205292, 44.2509128], [-76.5205227, 44.2509149], [-76.5205163, 44.2509172], [-76.5205099, 44.2509196], [-76.5205037, 44.2509222], [-76.5204977, 44.2509249], [-76.5204917, 44.2509278], [-76.520486, 44.2509308], [-76.5204803, 44.250934], [-76.5204748, 44.2509373], [-76.5204695, 44.2509407], [-76.5204644, 44.2509443], [-76.5204594, 44.250948], [-76.5204546, 44.2509518], [-76.5204501, 44.2509558], [-76.5204456, 44.2509598], [-76.5204414, 44.250964], [-76.5204375, 44.2509683], [-76.5204337, 44.2509726], [-76.5204301, 44.2509771], [-76.5204268, 44.2509816], [-76.5204236, 44.2509863], [-76.5204207, 44.250991], [-76.5204181, 44.2509957], [-76.5204156, 44.2510006], [-76.5204134, 44.2510054], [-76.5204115, 44.2510104], [-76.5204098, 44.2510154], [-76.5204083, 44.2510204], [-76.5204071, 44.2510255], [-76.5204061, 44.2510306], [-76.5204054, 44.2510357], [-76.5204049, 44.2510408], [-76.5204046, 44.251046], [-76.5204047, 44.2510511], [-76.5204049, 44.2510562], [-76.5204054, 44.2510614], [-76.5204062, 44.2510665], [-76.5205694, 44.2518196], [-76.5205711, 44.2518249], [-76.5205731, 44.2518302], [-76.5205754, 44.2518354], [-76.5205779, 44.2518406], [-76.5205807, 44.2518456], [-76.5205837, 44.2518507], [-76.520587, 44.2518556], [-76.5205905, 44.2518604], [-76.5205942, 44.2518652], [-76.5205982, 44.2518699], [-76.5206024, 44.2518744], [-76.5206068, 44.2518789], [-76.5206114, 44.2518832], [-76.5206162, 44.2518874], [-76.5206212, 44.2518915], [-76.5206264, 44.2518955], [-76.5206318, 44.2518993], [-76.5206374, 44.251903], [-76.5206432, 44.2519066], [-76.5206491, 44.25191], [-76.5206552, 44.2519133], [-76.5206615, 44.2519164], [-76.5206679, 44.2519193], [-76.5206744, 44.2519221], [-76.5206811, 44.2519247], [-76.5206879, 44.2519272], [-76.5206948, 44.2519295], [-76.5207018, 44.2519316], [-76.5207089, 44.2519335], [-76.5207161, 44.2519353], [-76.5207234, 44.2519368], [-76.5207308, 44.2519382], [-76.5207382, 44.2519394], [-76.5207456, 44.2519404], [-76.5207532, 44.2519412], [-76.5207607, 44.2519419], [-76.5207683, 44.2519423], [-76.5207759, 44.2519426], [-76.5207835, 44.2519427], [-76.5207911, 44.2519425], [-76.5228508, 44.2518726], [-76.5228573, 44.2518723], [-76.5228638, 44.2518722], [-76.5228703, 44.2518723], [-76.5228768, 44.2518725], [-76.5228833, 44.2518729], [-76.5228898, 44.2518734], [-76.5228962, 44.2518741], [-76.5229027, 44.2518749], [-76.522909, 44.2518759], [-76.5229153, 44.2518771], [-76.5229216, 44.2518784], [-76.5229278, 44.2518798], [-76.5229339, 44.2518814], [-76.52294, 44.2518832], [-76.5229459, 44.2518851], [-76.5229518, 44.2518871], [-76.5229576, 44.2518893], [-76.5229632, 44.2518916], [-76.5229688, 44.2518941], [-76.5229742, 44.2518967], [-76.5229795, 44.2518994], [-76.5229847, 44.2519022], [-76.5229897, 44.2519052], [-76.5229946, 44.2519083], [-76.5229994, 44.2519115], [-76.5230039, 44.2519148], [-76.5230084, 44.2519183], [-76.5230126, 44.2519218], [-76.5230167, 44.2519255], [-76.5230207, 44.2519292], [-76.5230244, 44.251933], [-76.523028, 44.251937], [-76.5230314, 44.251941], [-76.5230345, 44.2519451], [-76.5230375, 44.2519492], [-76.5230403, 44.2519535], [-76.5230429, 44.2519578], [-76.5230453, 44.2519621], [-76.5230475, 44.2519665], [-76.5230495, 44.251971], [-76.5230512, 44.2519755], [-76.5230528, 44.2519801], [-76.5230541, 44.2519846], [-76.5230552, 44.2519893], [-76.5230561, 44.2519939], [-76.5230568, 44.2519986], [-76.5231028, 44.252772]], ""type"": ""LineString""}","44.25150022836141, -76.52160908923864"
460,BINNINGTON,LANE,,BINNINGTON LANE,BINNINGTON CRT,EASTERLY END,2R,,,,,0,0,0,0,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,LN,Binnington Lane,"{""coordinates"": [[-76.5287851, 44.27201], [-76.5269456, 44.2720075], [-76.5266566, 44.2720095], [-76.5265116, 44.2720798]], ""type"": ""LineString""}","44.27201124504525, -76.5276408441596"
3423,WILLOWOOD,DR,,WILLOWOOD DR,REDWOOD CRES,REDWOOD CRES,31R,1060,1110,1055,1109,1056,1112,1055,1111,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Willowood Dr,"{""coordinates"": [[-76.5772546, 44.2603523], [-76.5772687, 44.2617059], [-76.5772641, 44.2617664], [-76.5772614, 44.2618006], [-76.5772572, 44.2618348], [-76.5772514, 44.2618689], [-76.5772439, 44.2619028], [-76.5772348, 44.2619365], [-76.5772242, 44.26197], [-76.577212, 44.2620032], [-76.5771981, 44.2620361]], ""type"": ""LineString""}","44.26119854411781, -76.5772581276206"
1906,WEST,ST,,WEST ST,ONTARIO ST,KING ST E,5A,,,15,25,14,24,15,25,2,COLLECTOR,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,West St,"{""coordinates"": [[-76.4856176, 44.2241687], [-76.4856299, 44.2241703], [-76.4856422, 44.2241723], [-76.4856544, 44.2241745], [-76.4856665, 44.224177], [-76.4856784, 44.2241798], [-76.4856903, 44.2241829], [-76.4857019, 44.2241863], [-76.4857134, 44.22419], [-76.4857247, 44.2241939], [-76.4857358, 44.2241982], [-76.4857467, 44.2242027], [-76.4857574, 44.2242075], [-76.4857678, 44.2242125], [-76.485778, 44.2242178], [-76.485788, 44.2242233], [-76.4857977, 44.2242291], [-76.485807, 44.2242351], [-76.4858161, 44.2242413], [-76.4858249, 44.2242478], [-76.4858334, 44.2242545], [-76.4858416, 44.2242614], [-76.4858494, 44.2242684], [-76.4858569, 44.2242757], [-76.485864, 44.2242832], [-76.4858708, 44.2242908], [-76.4858772, 44.2242986], [-76.4858833, 44.2243065], [-76.4858889, 44.2243146], [-76.4858942, 44.2243228], [-76.485899, 44.2243311], [-76.4862517, 44.2248405]], ""type"": ""LineString""}","44.224459968976085, -76.48596835341144"
745,NEWHALL,DR,,NEWHALL DR,LANCASTER DR,EDINBOROUGH CRES,32R,913,943,914,932,913,943,914,932,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Newhall Dr,"{""coordinates"": [[-76.5918935, 44.256479], [-76.5919862, 44.2577304]], ""type"": ""LineString""}","44.2571047, -76.59193984999999"
